[2024-05-16 06:42:25 Info] Script args: Namespace(n_tasks=3, n_classes=10, dataset='ds_cont_permuted_mnist', nn_arch='custom_cnn', logname='custom_mnist_3_tasks', results_dir='res', seed=2019, num_workers=1, num_epochs=150, batch_size=128, pruning_percents=[], train_mc_iters=10, std_init=0.06, mean_eta=1, permanent_prune_on_epoch=-1, permanent_prune_on_epoch_percent=90, test_freq=10, contpermuted_beta=4, optimizer='bgd', optimizer_params='{}', inference_mc=True, inference_map=True, inference_committee=True, inference_aggsoftmax=True, inference_initstd=True, committee_size=10, test_mc_iters=10, init_params=['{"bias_type":', '"xavier",', '"conv_type":', '"xavier",', '"bn_init":', '"01"}'], desc=['BGD', 'on', 'continuous', 'permuted', 'mnist_3_tasks'], bw_to_rgb=False, permuted_offset=False, labels_trick=False, num_of_permutations=2, iterations_per_virtual_epc=469, separate_labels_space=False, permute_seed=2019)
[2024-05-16 06:42:25 Info] Computer name: iiitd with pytorch version: 2.2.2
Dataset is  ds_cont_permuted_mnist
[tensor([    0,     1,     2,  ..., 59997, 59998, 59999], dtype=torch.int32)]
1
<torch.utils.data.dataloader.DataLoader object at 0x7fa29cf6f5c0>
IN main program 3
[2024-05-16 06:42:26 Info] Transformed model to CUDA
[2024-05-16 06:42:26 Info] Initialized 2 Conv2d layers using nn.init.xavier_normal_
[2024-05-16 06:42:26 Info] Initialized 4 linear layers using xavier
[2024-05-16 06:42:26 Info] Initialized 2 bias conv2d layers using nn.init.xavier.noraml_
[2024-05-16 06:42:26 Info] Initialized 4 bias linear layers using xavier
[2024-05-16 06:42:26 Info] Initialized 0 BN layers using weight=1 and bias=0
[2024-05-16 06:42:26 Info] BGD params: {'mean_eta': 1, 'std_init': 0.06, 'mc_iters': 10}
Loss value is  tensor(3.1095, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 1
Loss value is  tensor(2.3391, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 2
Loss value is  tensor(2.2921, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 2
Loss value is  tensor(2.3610, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 2
Loss value is  tensor(2.3264, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 2
Loss value is  tensor(2.3460, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 2
Loss value is  tensor(2.3177, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 2
Loss value is  tensor(2.3108, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 2
Loss value is  tensor(2.3144, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 2
Loss value is  tensor(2.3317, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 2
Loss value is  tensor(2.3476, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 2
Loss value is  tensor(2.3067, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 3
Loss value is  tensor(2.3354, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 3
Loss value is  tensor(2.3058, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 3
Loss value is  tensor(2.3175, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 3
Loss value is  tensor(2.3311, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 3
Loss value is  tensor(2.3302, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 3
Loss value is  tensor(2.3185, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 3
Loss value is  tensor(2.3165, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 3
Loss value is  tensor(2.3127, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 3
Loss value is  tensor(2.3038, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 3
Loss value is  tensor(2.3126, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 4
Loss value is  tensor(2.2796, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 4
Loss value is  tensor(2.3161, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 4
Loss value is  tensor(2.3255, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 4
Loss value is  tensor(2.2886, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 4
Loss value is  tensor(2.3258, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 4
Loss value is  tensor(2.3145, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 4
Loss value is  tensor(2.3049, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 4
Loss value is  tensor(2.3237, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 4
Loss value is  tensor(2.3099, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 4
Loss value is  tensor(2.3185, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 5
Loss value is  tensor(2.3474, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 5
Loss value is  tensor(2.3427, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 5
Loss value is  tensor(2.3266, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 5
Loss value is  tensor(2.3003, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 5
Loss value is  tensor(2.3311, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 5
Loss value is  tensor(2.3470, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 5
Loss value is  tensor(2.3271, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 5
Loss value is  tensor(2.3097, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 5
Loss value is  tensor(2.3179, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 5
Loss value is  tensor(2.3208, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 6
Loss value is  tensor(2.3219, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 6
Loss value is  tensor(2.3304, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 6
Loss value is  tensor(2.3152, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 6
Loss value is  tensor(2.3397, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 6
Loss value is  tensor(2.3226, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 6
Loss value is  tensor(2.3304, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 6
Loss value is  tensor(2.3313, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 6
Loss value is  tensor(2.3201, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 6
Loss value is  tensor(2.3109, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 6
Loss value is  tensor(2.3115, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 7
Loss value is  tensor(2.3217, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 7
Loss value is  tensor(2.3205, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 7
Loss value is  tensor(2.2900, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 7
Loss value is  tensor(2.3361, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 7
Loss value is  tensor(2.3272, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 7
Loss value is  tensor(2.3169, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 7
Loss value is  tensor(2.3224, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 7
Loss value is  tensor(2.3304, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 7
Loss value is  tensor(2.3263, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 7
Loss value is  tensor(2.3151, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 8
Loss value is  tensor(2.2769, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 8
Loss value is  tensor(2.2862, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 8
Loss value is  tensor(2.2951, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 8
Loss value is  tensor(2.2768, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 8
Loss value is  tensor(2.3386, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 8
Loss value is  tensor(2.2969, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 8
Loss value is  tensor(2.3297, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 8
Loss value is  tensor(2.3200, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 8
Loss value is  tensor(2.2807, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 8
Loss value is  tensor(2.3028, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 9
Loss value is  tensor(2.3248, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 9
Loss value is  tensor(2.3048, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 9
Loss value is  tensor(2.3252, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 9
Loss value is  tensor(2.3282, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 9
Loss value is  tensor(2.2870, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 9
Loss value is  tensor(2.3102, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 9
Loss value is  tensor(2.3088, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 9
Loss value is  tensor(2.3023, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 9
Loss value is  tensor(2.3232, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 9
Loss value is  tensor(2.2770, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 10
Loss value is  tensor(2.2896, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 10
Loss value is  tensor(2.2718, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 10
Loss value is  tensor(2.3132, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 10
Loss value is  tensor(2.2486, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 10
Loss value is  tensor(2.2862, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 10
Loss value is  tensor(2.2658, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 10
Loss value is  tensor(2.3362, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 10
Loss value is  tensor(2.2853, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 10
Loss value is  tensor(2.3090, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 10
Loss value is  tensor(2.3022, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 11
Loss value is  tensor(2.2714, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 11
Loss value is  tensor(2.2751, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 11
Loss value is  tensor(2.3034, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 11
Loss value is  tensor(2.2528, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 11
Loss value is  tensor(2.3475, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 11
Loss value is  tensor(2.3053, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 11
Loss value is  tensor(2.2944, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 11
Loss value is  tensor(2.2870, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 11
Loss value is  tensor(2.2889, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 11
Loss value is  tensor(2.3103, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 12
Loss value is  tensor(2.3243, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 12
Loss value is  tensor(2.3016, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 12
Loss value is  tensor(2.3131, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 12
Loss value is  tensor(2.3058, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 12
Loss value is  tensor(2.2980, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 12
Loss value is  tensor(2.2721, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 12
Loss value is  tensor(2.2923, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 12
Loss value is  tensor(2.2953, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 12
Loss value is  tensor(2.2917, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 12
Loss value is  tensor(2.2862, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 13
Loss value is  tensor(2.2788, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 13
Loss value is  tensor(2.3112, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 13
Loss value is  tensor(2.3366, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 13
Loss value is  tensor(2.2790, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 13
Loss value is  tensor(2.3169, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 13
Loss value is  tensor(2.3151, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 13
Loss value is  tensor(2.2716, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 13
Loss value is  tensor(2.3234, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 13
Loss value is  tensor(2.3176, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 13
Loss value is  tensor(2.3131, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 14
Loss value is  tensor(2.2770, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 14
Loss value is  tensor(2.2931, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 14
Loss value is  tensor(2.3282, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 14
Loss value is  tensor(2.2961, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 14
Loss value is  tensor(2.2932, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 14
Loss value is  tensor(2.3188, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 14
Loss value is  tensor(2.2908, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 14
Loss value is  tensor(2.3173, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 14
Loss value is  tensor(2.3282, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 14
Loss value is  tensor(2.2709, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 15
Loss value is  tensor(2.2758, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 15
Loss value is  tensor(2.2618, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 15
Loss value is  tensor(2.3354, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 15
Loss value is  tensor(2.2819, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 15
Loss value is  tensor(2.2612, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 15
Loss value is  tensor(2.2768, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 15
Loss value is  tensor(2.2668, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 15
Loss value is  tensor(2.2911, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 15
Loss value is  tensor(2.2685, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 15
Loss value is  tensor(2.3205, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 16
Loss value is  tensor(2.3031, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 16
Loss value is  tensor(2.2982, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 16
Loss value is  tensor(2.2947, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 16
Loss value is  tensor(2.3153, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 16
Loss value is  tensor(2.2643, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 16
Loss value is  tensor(2.3035, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 16
Loss value is  tensor(2.3070, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 16
Loss value is  tensor(2.3203, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 16
Loss value is  tensor(2.2891, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 16
Loss value is  tensor(2.2771, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 17
Loss value is  tensor(2.2869, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 17
Loss value is  tensor(2.2811, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 17
Loss value is  tensor(2.2755, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 17
Loss value is  tensor(2.2975, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 17
Loss value is  tensor(2.3007, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 17
Loss value is  tensor(2.2949, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 17
Loss value is  tensor(2.2774, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 17
Loss value is  tensor(2.2396, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 17
Loss value is  tensor(2.2659, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 17
Loss value is  tensor(2.3051, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 18
Loss value is  tensor(2.3048, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 18
Loss value is  tensor(2.3098, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 18
Loss value is  tensor(2.3166, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 18
Loss value is  tensor(2.3358, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 18
Loss value is  tensor(2.3329, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 18
Loss value is  tensor(2.3147, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 18
Loss value is  tensor(2.3153, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 18
Loss value is  tensor(2.2958, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 18
Loss value is  tensor(2.3585, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 18
Loss value is  tensor(2.2890, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 19
Loss value is  tensor(2.2743, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 19
Loss value is  tensor(2.2715, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 19
Loss value is  tensor(2.2571, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 19
Loss value is  tensor(2.3771, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 19
Loss value is  tensor(2.2750, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 19
Loss value is  tensor(2.2557, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 19
Loss value is  tensor(2.3026, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 19
Loss value is  tensor(2.2694, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 19
Loss value is  tensor(2.3039, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 19
Loss value is  tensor(2.2831, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 20
Loss value is  tensor(2.3391, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 20
Loss value is  tensor(2.3090, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 20
Loss value is  tensor(2.3308, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 20
Loss value is  tensor(2.3403, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 20
Loss value is  tensor(2.3502, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 20
Loss value is  tensor(2.3025, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 20
Loss value is  tensor(2.3366, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 20
Loss value is  tensor(2.2801, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 20
Loss value is  tensor(2.3258, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 20
Loss value is  tensor(2.2674, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 21
Loss value is  tensor(2.3078, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 21
Loss value is  tensor(2.2779, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 21
Loss value is  tensor(2.2907, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 21
Loss value is  tensor(2.2818, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 21
Loss value is  tensor(2.2532, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 21
Loss value is  tensor(2.2627, device='cuda:0', grad_fn=<NllLossBackward0>) k is  6 Batch number is 21
Loss value is  tensor(2.2765, device='cuda:0', grad_fn=<NllLossBackward0>) k is  7 Batch number is 21
Loss value is  tensor(2.2781, device='cuda:0', grad_fn=<NllLossBackward0>) k is  8 Batch number is 21
Loss value is  tensor(2.2959, device='cuda:0', grad_fn=<NllLossBackward0>) k is  9 Batch number is 21
Loss value is  tensor(2.6754, device='cuda:0', grad_fn=<NllLossBackward0>) k is  0 Batch number is 22
Loss value is  tensor(2.2730, device='cuda:0', grad_fn=<NllLossBackward0>) k is  1 Batch number is 22
Loss value is  tensor(2.4054, device='cuda:0', grad_fn=<NllLossBackward0>) k is  2 Batch number is 22
Loss value is  tensor(2.2609, device='cuda:0', grad_fn=<NllLossBackward0>) k is  3 Batch number is 22
Loss value is  tensor(2.3142, device='cuda:0', grad_fn=<NllLossBackward0>) k is  4 Batch number is 22
Loss value is  tensor(2.3853, device='cuda:0', grad_fn=<NllLossBackward0>) k is  5 Batch number is 22
